,id,date,tweet,label,fav
306,306,2/22/2016 14:02,"b'RT @ItsNotRevenge: Honestly #Deadpool fans, WE ONLY NEED 1,700 signatures here!!\nhttps://t.co/EJrXUtiVnM\n#marvel #comics #DeadpoolMovie htt\xe2\x80\xa6'",pos,0
307,307,2/22/2016 14:01,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',pos,0
308,308,2/22/2016 13:59,"b'RT @ItsNotRevenge: Honestly #Deadpool fans, WE ONLY NEED 1,700 signatures here!!\nhttps://t.co/EJrXUtiVnM\n#marvel #comics #DeadpoolMovie htt\xe2\x80\xa6'",pos,0
309,309,2/22/2016 13:59,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",pos,0
310,310,2/22/2016 13:58,b'DEADPOOL \n\nhttps://t.co/Jpa6oNUApE.EVER.\n\n #\xf0\x9f\x92\x80\xf0\x9f\x92\xa9L #DeadpoolMovie https://t.co/Nsshd9WIzH',nuetral,1
311,311,2/22/2016 13:57,"b'RT @ItsNotRevenge: Honestly #Deadpool fans, WE ONLY NEED 1,700 signatures here!!\nhttps://t.co/EJrXUtiVnM\n#marvel #comics #DeadpoolMovie htt\xe2\x80\xa6'",nuetral,0
312,312,2/22/2016 13:57,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
313,313,2/22/2016 13:57,"b'""What\'s my name?"" \xf0\x9f\x98\x82 #Deadpool #DeadpoolMovie #WhatsMyName https://t.co/zNrXx2uh8y'",nuetral,5
314,314,2/22/2016 13:55,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
315,315,2/22/2016 13:54,"b'RT @ItsNotRevenge: Honestly #Deadpool fans, WE ONLY NEED 1,700 signatures here!!\nhttps://t.co/EJrXUtiVnM\n#marvel #comics #DeadpoolMovie htt\xe2\x80\xa6'",nuetral,0
316,316,2/22/2016 13:53,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
317,317,2/22/2016 13:51,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
318,318,2/22/2016 13:48,"b'RT @ItsNotRevenge: Honestly #Deadpool fans, WE ONLY NEED 1,700 signatures here!!\nhttps://t.co/EJrXUtiVnM\n#marvel #comics #DeadpoolMovie htt\xe2\x80\xa6'",nuetral,0
319,319,2/22/2016 13:48,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
320,320,2/22/2016 13:47,"b'Honestly #Deadpool fans, WE ONLY NEED 1,700 signatures here!!\nhttps://t.co/EJrXUtiVnM\n#marvel #comics #DeadpoolMovie https://t.co/eSTQmzdcGc'",nuetral,11
321,321,2/22/2016 13:45,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
322,322,2/22/2016 13:44,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
323,323,2/22/2016 13:40,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',pos,0
324,324,2/22/2016 13:37,"b'RT @Rural_Tex: ""Chimichanga Motherfuckers!"" Deadpool [Rese\xc3\xb1a: Update/Fixed] https://t.co/VaVwKAvPMm #Cine #Cartelera #DeadpoolMovie https:/\xe2\x80\xa6'",nuetral,0
325,325,2/22/2016 13:35,"b'RT @Rural_Tex: ""Chimichanga Motherfuckers!"" Deadpool [Rese\xc3\xb1a: Update/Fixed] https://t.co/VaVwKAvPMm #Cine #Cartelera #DeadpoolMovie https:/\xe2\x80\xa6'",nuetral,0
326,326,2/22/2016 13:33,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',pos,0
327,327,2/22/2016 13:29,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',pos,0
328,328,2/22/2016 13:25,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
329,329,2/22/2016 13:25,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",pos,0
330,330,2/22/2016 13:15,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
331,331,2/22/2016 13:14,"b""RT @torifixman: I'll tell you why you should go see #DeadpoolMovie in my entertainment update next on @RadioHumber https://t.co/3bs2r3jFYz""",pos,0
332,332,2/22/2016 13:14,"b""I'll tell you why you should go see #DeadpoolMovie in my entertainment update next on @RadioHumber https://t.co/3bs2r3jFYz""",pos,0
333,333,2/22/2016 13:12,b'RT @topintalk: #Twitter is just another way 2 break the 4th wall #Deadpool\n#DeadpoolMovie #BoxOffice #TheaterTalks #socialmedia #RecordOfTh\xe2\x80\xa6',pos,0
334,334,2/22/2016 13:10,"b""RT @sanjaybafna: Wow! It's #DeadpoolMovie  #StarMoviesSecretScreening""",pos,0
335,335,2/22/2016 12:54,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
336,336,2/22/2016 12:51,b'RT @joaojunnior_: #Deadpool (concept by @lawvalamp) #ZBrush #Keyshot and #Photoshop. Hope you liked! :) #digital #cg #DeadpoolMovie https:/\xe2\x80\xa6',nuetral,0
337,337,2/22/2016 12:49,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
338,338,2/22/2016 12:48,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
339,339,2/22/2016 12:48,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
340,340,2/22/2016 12:48,"b'""Chimichanga Motherfuckers!"" Deadpool [Rese\xc3\xb1a: Update/Fixed] https://t.co/VaVwKAvPMm #Cine #Cartelera #DeadpoolMovie https://t.co/FB2aalC7qF'",pos,1
341,341,2/22/2016 12:47,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
342,342,2/22/2016 12:39,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
343,343,2/22/2016 12:34,"b""RT @TheOfficial_RED: I've just seen #DeadpoolMovie and its a fuckin' #masterpiece \n#SPOILER\n#ChicaChica I could not stop laughing XD https:\xe2\x80\xa6""",pos,0
344,344,2/22/2016 12:28,b'RT @awesomarion: Oh and did I not mention that the #DeadpoolMovie was awesome? \xf0\x9f\x91\x8a\xf0\x9f\x98\xa9',pos,0
345,345,2/22/2016 12:26,b'RT @DomsMovieReview: Deadpool Review!!! Enjoy!!\n#chimichangas #Deadpool #DeadpoolMovie @VancityReynolds \n\nhttps://t.co/UXo90a4amM https://t\xe2\x80\xa6',pos,0
346,346,2/22/2016 12:25,b'RT @TomGirard: ICYMI my review of #Deadpool: https://t.co/BPojs3akVk #movies #film #DeadpoolMovie #xmen',pos,0
347,347,2/22/2016 12:25,b'Deadpool Review!!! Enjoy!!\n#chimichangas #Deadpool #DeadpoolMovie @VancityReynolds \n\nhttps://t.co/UXo90a4amM https://t.co/YP1l4fm9Cg',pos,1
348,348,2/22/2016 12:24,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',pos,0
349,349,2/22/2016 12:23,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',pos,0
350,350,2/22/2016 12:20,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',pos,0
351,351,2/22/2016 12:18,"b'RT @theblerdgurl: .@LeslieUggams aka""Blind Al"" is LEGENDARY.1st Black woman to have a variety show #DeadpoolMovie #blackhistorymonth https:\xe2\x80\xa6'",pos,0
352,352,2/22/2016 12:15,"b'RT @leaderpost: Petition launched to ""demand a Deadpool statue in Regina"" https://t.co/8zO9MLmo5j #deadpoolmovie @deadpoolmovie @VancityRey\xe2\x80\xa6'",pos,0
353,353,2/22/2016 12:14,b'ICYMI my review of #Deadpool: https://t.co/BPojs3akVk #movies #film #DeadpoolMovie #xmen',pos,3
354,354,2/22/2016 12:05,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
355,355,2/22/2016 12:03,"b""I've just seen #DeadpoolMovie and its a fuckin' #masterpiece \n#SPOILER\n#ChicaChica I could not stop laughing XD https://t.co/dJm6B2Icos""",pos,1
356,356,2/22/2016 11:50,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",pos,0
357,357,2/22/2016 11:47,b'RT @Akbar_CeylonTea: Did you know that Mr. Deadpool LOVES Tea?\n#AkbarTea #CeylonTea #DeadpoolMovie #Deadpool https://t.co/ZsTtZZg5Q7',nuetral,0
358,358,2/22/2016 11:46,b'Oh and did I not mention that the #DeadpoolMovie was awesome? \xf0\x9f\x91\x8a\xf0\x9f\x98\xa9',pos,2
359,359,2/22/2016 11:43,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',pos,0
360,360,2/22/2016 11:34,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
361,361,2/22/2016 11:32,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
362,362,2/22/2016 11:28,b'RT @xdidiandrax: To all parents who want to see Deadpool movie with their kids. \n\n#Deadpool #DeadpoolMovie https://t.co/1tppqjV8X1',nuetral,0
363,363,2/22/2016 11:20,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
364,364,2/22/2016 11:15,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
365,365,2/22/2016 11:14,b'RT @Ms_Hayley_B: Off to see #DeadpoolMovie again xxx',pos,0
366,366,2/22/2016 11:03,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
367,367,2/22/2016 11:02,"b'RT @buffygonebad: "" I only have 12 bullets left so you guys are gonna have to share, let\'s count em down"" #DeadpoolMovie https://t.co/b70Hp\xe2\x80\xa6'",pos,0
368,368,2/22/2016 10:57,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
369,369,2/22/2016 10:57,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",nuetral,0
370,370,2/22/2016 10:55,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
371,371,2/22/2016 10:52,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
372,372,2/22/2016 10:51,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
373,373,2/22/2016 10:51,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
374,374,2/22/2016 10:42,b'Off to see #DeadpoolMovie again xxx',pos,23
375,375,2/22/2016 10:38,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",nuetral,0
376,376,2/22/2016 10:26,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
377,377,2/22/2016 10:25,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
378,378,2/22/2016 10:18,b'RT @KarlCauldrick: A possible #DeadpoolMovie #quote :) https://t.co/6dAVTIoM7w',pos,0
379,379,2/22/2016 10:16,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
380,380,2/22/2016 10:15,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',pos,0
381,381,2/22/2016 10:11,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
382,382,2/22/2016 10:05,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
383,383,2/22/2016 10:03,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
384,384,2/22/2016 10:02,"b""RT @Scribd: Can't get enough of the #DeadpoolMovie? Read the original comic on Scribd: https://t.co/JUyp5tBkAt #Deadpool https://t.co/YqUBL\xe2\x80\xa6""",pos,0
385,385,2/22/2016 10:01,"b""RT @pmann555: Just watched #DeadpoolMovie ....\nScrew what the critics say.. it's a #brilliant movie if you need a laugh.. https://t.co/GLLw\xe2\x80\xa6""",pos,0
386,386,2/22/2016 10:00,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
387,387,2/22/2016 9:56,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
388,388,2/22/2016 9:51,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
389,389,2/22/2016 9:51,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
390,390,2/22/2016 9:47,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
391,391,2/22/2016 9:43,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",nuetral,0
392,392,2/22/2016 9:35,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
393,393,2/22/2016 9:33,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",pos,0
394,394,2/22/2016 9:30,"b'RT @bfdcityoffilm: @BBCLeeds looking forward to Movie Mondays with @RadioAndrewE at 3pm today. Talking #DeadpoolMovie, Film Festivals and m\xe2\x80\xa6'",pos,0
395,395,2/22/2016 9:28,"b'RT @FlicksCity: ALL #Deadpool easter eggs, #Marvel #XMen Spider-Man &amp; Green Lantern references + post-credits https://t.co/NLLzAgt8Wg #Dead\xe2\x80\xa6'",pos,0
396,396,2/22/2016 9:26,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
397,397,2/22/2016 9:25,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
398,398,2/22/2016 9:25,"b'RT @The1stBAT: 2/2 even more important Hollywood, not every comic movie needs to imitate #DeadpoolMovie get the character and story right a\xe2\x80\xa6'",pos,0
399,399,2/22/2016 9:25,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
400,400,2/22/2016 9:23,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
401,401,2/22/2016 9:21,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
402,402,2/22/2016 9:20,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',pos,0
403,403,2/22/2016 8:58,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
404,404,2/22/2016 8:57,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
405,405,2/22/2016 8:50,"b""RT @mdzulkar9: #DeadpoolMovie wasn't censored or cut, so why enforce rules for @Madonna concert in #Singapore for people who aren't even go\xe2\x80\xa6""",neg,0
406,406,2/22/2016 8:41,b'A possible #DeadpoolMovie #quote :) https://t.co/6dAVTIoM7w',pos,1
407,407,2/22/2016 8:35,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
408,408,2/22/2016 8:35,"b'@BBCLeeds looking forward to Movie Mondays with @RadioAndrewE at 3pm today. Talking #DeadpoolMovie, Film Festivals and much more...'",nuetral,0
409,409,2/22/2016 8:35,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
410,410,2/22/2016 8:34,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
411,411,2/22/2016 8:32,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
412,412,2/22/2016 8:24,b'RT @anonymousjakob: Check out my #DeadpoolMovie review https://t.co/uooyLoGACP #vlogger #vlognation @Vloggers_RT @VloggerRT @Global_BlogRT \xe2\x80\xa6',pos,0
413,413,2/22/2016 8:21,b'RT @dingobear2000: Did anyone wear a #Deadpool top to go see the #DeadpoolMovie ? Got my awesome mashup tee from @WeAreTostadora #RT \xf0\x9f\x92\x80\xf0\x9f\x92\xa9 htt\xe2\x80\xa6',pos,0
414,414,2/22/2016 8:10,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",pos,0
415,415,2/22/2016 8:06,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
416,416,2/22/2016 8:05,b'Check out my #DeadpoolMovie review https://t.co/uooyLoGACP #vlogger #vlognation @Vloggers_RT @VloggerRT @Global_BlogRT @theDSblogRT',pos,1
417,417,2/22/2016 8:05,"b'RT @buffygonebad: "" I only have 12 bullets left so you guys are gonna have to share, let\'s count em down"" #DeadpoolMovie https://t.co/b70Hp\xe2\x80\xa6'",pos,0
418,418,2/22/2016 7:56,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
419,419,2/22/2016 7:53,"b'RT @buffygonebad: #DeadpoolMovie @VancityReynolds is shameless and f*ucking fantastic. ""Look I\'m a teenage girl, I\'d rather be anywhere oth\xe2\x80\xa6'",pos,0
420,420,2/22/2016 7:49,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
421,421,2/22/2016 7:46,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
422,422,2/22/2016 7:45,"b'#DeadpoolMovie @VancityReynolds is shameless and f*ucking fantastic. ""Look I\'m a teenage girl, I\'d rather be anywhere other than here.""'",pos,2
423,423,2/22/2016 7:44,"b'RT @Anamika15100: ....\xe3\x80\xb0rlly want to watch DeadPool"" ... but cnt ..\xf0\x9f\x98\xad\xf0\x9f\x98\xb3\xf0\x9f\x98\x90\xf0\x9f\x94\x9e\xf0\x9f\x98\x85 #DeadpoolMovie \xf0\x9f\x92\x80\xf0\x9f\x92\xa9L'",pos,0
424,424,2/22/2016 7:41,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
425,425,2/22/2016 7:38,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
426,426,2/22/2016 7:37,b'Did anyone wear a #Deadpool top to go see the #DeadpoolMovie ? Got my awesome mashup tee from @WeAreTostadora #RT \xf0\x9f\x92\x80\xf0\x9f\x92\xa9 https://t.co/dlONgput76',pos,24
427,427,2/22/2016 7:36,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',pos,0
428,428,2/22/2016 7:35,"b""RT @mdzulkar9: #DeadpoolMovie wasn't censored or cut, so why enforce rules for @Madonna concert in #Singapore for people who aren't even go\xe2\x80\xa6""",pos,0
429,429,2/22/2016 7:35,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',pos,0
430,430,2/22/2016 7:31,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",nuetral,0
431,431,2/22/2016 7:31,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",nuetral,0
432,432,2/22/2016 7:20,b'RT @regan_steer: #RT if you like the #DeadpoolMovie !!',pos,0
433,433,2/22/2016 7:18,"b'RT @buffygonebad: "" I only have 12 bullets left so you guys are gonna have to share, let\'s count em down"" #DeadpoolMovie https://t.co/b70Hp\xe2\x80\xa6'",pos,0
434,434,2/22/2016 7:16,"b'"" I only have 12 bullets left so you guys are gonna have to share, let\'s count em down"" #DeadpoolMovie https://t.co/b70Hp1lThe'",pos,8
435,435,2/22/2016 7:14,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",pos,0
436,436,2/22/2016 7:08,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",pos,0
437,437,2/22/2016 7:05,b'RT @AllGames4Kids: Deadpool Remains No. 1 at the Box Office for Second Weekend https://t.co/ZjJs46BBdN #Deadpool #DeadpoolMovie https://t.c\xe2\x80\xa6',pos,0
438,438,2/22/2016 6:59,b'RT @CreatureXIII: movie vers suit~ #DeadpoolMovie #Deadpool http://t.co/W8iXCTrd9m',pos,0
439,439,2/22/2016 6:58,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',pos,0
440,440,2/22/2016 6:58,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',pos,0
441,441,2/22/2016 6:54,"b'RT @theblerdgurl: .@LeslieUggams aka""Blind Al"" is LEGENDARY.1st Black woman to have a variety show #DeadpoolMovie #blackhistorymonth https:\xe2\x80\xa6'",pos,0
442,442,2/22/2016 6:51,"b""RT @_LLRocha: Everyone needs 2 stop what they're doing &amp;go see #DeadpoolMovie ! Humor\xf0\x9f\x98\x82,action\xe2\x9a\x94 &amp; even \xe2\x9d\xa4\xef\xb8\x8f @VancityReynolds is the hero we've\xe2\x80\xa6""",pos,0
443,443,2/22/2016 6:51,b'RT @Middle_Realm: Checkout our hottest Deadpool T-shirt Design! https://t.co/qIlBSxd7AU #deadpool #deadpoolmovie #marvel https://t.co/ytNmE\xe2\x80\xa6',nuetral,0
444,444,2/22/2016 6:44,b'RT @DuoRancell: Deadpool (2016) - Opening Scene #DEADPOOLpelicula #DeadpoolMovie #deadpoolsketchhunt https://t.co/wEH0OETLNb',nuetral,0
445,445,2/22/2016 6:29,b'RT @AllGames4Kids: Deadpool Remains No. 1 at the Box Office for Second Weekend https://t.co/ZjJs46BBdN #Deadpool #DeadpoolMovie https://t.c\xe2\x80\xa6',pos,0
